event_date,f1name,f2name,f1result,f2result,method,method_d,round,time
11/28/15,Tae Hyun Bang,Leo Kuntz,win,loss,Decision,Split,3,5:00
12/7/96,Tai Bowden,Jack Nilson,win,loss,Submission,Headbutts,1,4:46
8/1/10,Takanori Gomi,Tyson Griffin,win,loss,KO,Punch,1,1:04
2/26/12,Takanori Gomi,Eiji Mitsuoka,win,loss,TKO,Punches,2,2:21
11/10/12,Takanori Gomi,Mac Danzig,win,loss,Decision,Split,3,5:00
4/26/14,Takanori Gomi,Isaac Vallie-Flagg,win,loss,Decision,Unanimous,3,5:00
3/3/11,Takeya Mizugaki,Reuben Duran,win,loss,Decision,Split,3,5:00
9/24/11,Takeya Mizugaki,Cole Escovedo,win,loss,TKO,Punches,2,4:30
11/10/12,Takeya Mizugaki,Jeff Hougland,win,loss,Decision,Unanimous,3,5:00
3/3/13,Takeya Mizugaki,Bryan Caraway,win,loss,Decision,Split,3,5:00
8/28/13,Takeya Mizugaki,Erik Perez,win,loss,Decision,Split,3,5:00
12/7/13,Takeya Mizugaki,Nam Phan,win,loss,Decision,Unanimous,3,5:00
5/24/14,Takeya Mizugaki,Francisco Rivera,win,loss,Decision,Unanimous,3,5:00
9/26/15,Takeya Mizugaki,George Roop,win,loss,Decision,Unanimous,3,5:00
6/12/07,Tamdan McCrory,Pete Spratt,win,loss,Submission,Triangle Choke,2,2:04
8/9/08,Tamdan McCrory,Luke Cummo,win,loss,Decision,Unanimous,3,5:00
3/7/09,Tamdan McCrory,Ryan Madigan,win,loss,Submission,Punches,1,3:35
12/19/15,Tamdan McCrory,Josh Samman,win,loss,Submission,Triangle Choke,3,4:10
1/4/14,Tarec Saffiedine,Hyun Gyu Lim,win,loss,Decision,Unanimous,5,5:00
1/30/16,Tarec Saffiedine,Jake Ellenberger,win,loss,Decision,Unanimous,3,5:00
1/4/14,Tatsuya Kawajiri,Sean Soriano,win,loss,Submission,Rear-Naked Choke,2,0:50
6/20/15,Tatsuya Kawajiri,Dennis Siver,win,loss,Decision,Unanimous,3,5:00
12/11/15,Tatsuya Kawajiri,Jason Knight,win,loss,Decision,Unanimous,3,5:00
4/11/15,Taylor Lapilus,Rocky Lee,win,loss,Decision,Unanimous,3,5:00
6/20/15,Taylor Lapilus,Yuta Sasaki,win,loss,TKO,Punches,2,1:26
12/12/14,Tecia Torres,Angela Magana,win,loss,Decision,Unanimous,3,5:00
6/13/15,Tecia Torres,Angela Hill,win,loss,Decision,Unanimous,3,5:00
12/12/15,Tecia Torres,Jocelyn Jones-Lybarger,win,loss,Decision,Unanimous,3,5:00
3/10/00,Tedd Williams,Steve Judson,win,loss,TKO,Punches,1,3:23
4/21/07,Terry Etim,Matt Grice,win,loss,Submission,Guillotine Choke,1,4:38
10/18/08,Terry Etim,Sam Stout,win,loss,Decision,Unanimous,3,5:00
2/21/09,Terry Etim,Brian Cobb,win,loss,TKO,Head Kick and Punches,2,0:10
6/13/09,Terry Etim,Justin Buchholz,win,loss,Submission,Brabo Choke,2,2:38
11/14/09,Terry Etim,Shannon Gugerty,win,loss,Submission,Guillotine Choke,2,1:24
11/5/11,Terry Etim,Edward Faaloloto,win,loss,Submission,Guillotine Choke,1,0:17
2/3/07,Terry Martin,Jorge Rivera,win,loss,KO,Punches,1,0:14
5/26/07,Terry Martin,Ivan Salaverry,win,loss,TKO,Suplex and Punches,1,2:04
4/7/07,Thales Leites,Pete Sell,win,loss,Decision,Unanimous,3,5:00
6/23/07,Thales Leites,Floyd Sword,win,loss,Submission,Arm-Triangle Choke,1,3:50
8/25/07,Thales Leites,Ryan Jensen,win,loss,Submission,Armbar,1,3:47
6/7/08,Thales Leites,Nate Marquardt,win,loss,Decision,Split,3,5:00
10/25/08,Thales Leites,Drew McFedries,win,loss,Submission,Rear-Naked Choke,1,1:18
8/3/13,Thales Leites,Tom Watson,win,loss,Decision,Unanimous,3,5:00
11/16/13,Thales Leites,Ed Herman,win,loss,Decision,Unanimous,3,5:00
4/11/14,Thales Leites,Trevor Smith,win,loss,TKO,Punches,1,0:45
8/23/14,Thales Leites,Francis Carmont,win,loss,KO,Punches,2,0:20
1/31/15,Thales Leites,Tim Boetsch,win,loss,Technical,Submission (Arm-Triangle Choke,2,3:45
11/19/05,Thiago Alves,Ansar Chalangov,win,loss,TKO,Punches,1,2:25
4/15/06,Thiago Alves,Derrick Noble,win,loss,TKO,Punches,1,2:54
10/10/06,Thiago Alves,John Alessio,win,loss,Decision,Unanimous,3,5:00
12/30/06,Thiago Alves,Tony DeSouza,win,loss,KO,Knee,2,1:10
9/19/07,Thiago Alves,Kuniyoshi Hironaka,win,loss,TKO,Punch and Knee,2,4:04
11/17/07,Thiago Alves,Chris Lytle,win,loss,TKO,Doctor Stoppage,2,5:00
4/2/08,Thiago Alves,Karo Parisyan,win,loss,TKO,Knee and Punches,2,0:34
6/7/08,Thiago Alves,Matt Hughes,win,loss,TKO,Flying Knee and Punches,2,1:02
10/25/08,Thiago Alves,Josh Koscheck,win,loss,Decision,Unanimous,3,5:00
12/11/10,Thiago Alves,John Howard,win,loss,Decision,Unanimous,3,5:00
11/5/11,Thiago Alves,Papy Abedi,win,loss,Submission,Rear-Naked Choke,1,3:32
4/19/14,Thiago Alves,Seth Baczynski,win,loss,Decision,Unanimous,3,5:00
1/31/15,Thiago Alves,Jordan Mein,win,loss,KO,Kick to the Body,2,0:39
6/23/12,Thiago de Oliveira Perpetuo,Leonardo Mafra Texeira,win,loss,TKO,Punches,3,0:41
3/23/14,Thiago Santos,Ronny Markes,win,loss,TKO,Kick to the Body and Punches,1,0:53
1/31/15,Thiago Santos,Andy Enz,win,loss,TKO,Punches,1,1:56
6/27/15,Thiago Santos,Steve Bosse,win,loss,KO,Head Kick,1,0:29
12/10/15,Thiago Santos,Elias Theodorou,win,loss,Decision,Unanimous,3,5:00
5/26/07,Thiago Silva,James Irvin,win,loss,TKO,Knee Injury,1,1:06
9/8/07,Thiago Silva,Tomasz Drwal,win,loss,TKO,Punches,2,4:23
11/17/07,Thiago Silva,Houston Alexander,win,loss,TKO,Punches,1,3:25
5/24/08,Thiago Silva,Antonio Mendes,win,loss,Submission,Punches,1,2:24
8/29/09,Thiago Silva,Keith Jardine,win,loss,TKO,Punches,1,1:35
1/1/11,Thiago Silva,Brandon Vera,NC,NC,NC,Overturned by NSAC,3,5:00
11/10/12,Thiago Silva,Stanislav Nedkov,NC,NC,No,Contest (Overturned by Promoter,3,1:45
6/8/13,Thiago Silva,Rafael Cavalcante,win,loss,KO,Punches,1,4:29
10/9/13,Thiago Silva,Matt Hamill,win,loss,Decision,Unanimous,3,5:00
4/5/07,Thiago Tavares,Naoyuki Kotani,win,loss,Decision,Unanimous,3,5:00
6/12/07,Thiago Tavares,Jason Black,win,loss,Submission,Triangle Choke,2,2:49
1/23/08,Thiago Tavares,Michihiro Omigawa,win,loss,Decision,Unanimous,3,5:00
1/31/09,Thiago Tavares,Manny Gamburyan,win,loss,Decision,Unanimous,3,5:00
9/25/10,Thiago Tavares,Pat Audinwood,win,loss,Submission,Guillotine Choke,1,3:47
8/27/11,Thiago Tavares,Spencer Fisher,win,loss,TKO,Punches,2,2:51
1/14/12,Thiago Tavares,Sam Stout,win,loss,Decision,Unanimous,3,5:00
11/9/13,Thiago Tavares,Justin Salas,win,loss,Submission,Rear-Naked Choke,1,2:38
8/16/14,Thiago Tavares,Robbie Peralta,win,loss,Submission,Rear-Naked Choke,1,4:27
11/7/15,Thiago Tavares,Clay Guida,win,loss,Submission,Guillotine Choke,1,0:39
11/8/14,Thomas Almeida,Tim Gorman,win,loss,Decision,Unanimous,3,5:00
4/25/15,Thomas Almeida,Yves Jabouin,win,loss,TKO,Punches,1,4:18
7/11/15,Thomas Almeida,Brad Pickett,win,loss,KO,Knee,2,0:29
11/7/15,Thomas Almeida,Anthony Birchak,win,loss,KO,Punch,1,4:24
7/26/14,Tiago dos Santos e Silva,Akbarh Arreola,win,loss,Decision,Unanimous,3,5:00
9/5/15,Tiago dos Santos e Silva,Clay Collard,win,loss,Decision,Split,3,5:00
2/27/11,Tiequan Zhang,Jason Reinhardt,win,loss,Submission,Guillotine Choke,1,0:48
2/2/08,Tim Boetsch,David Heath,win,loss,TKO,Slam and Punches,1,4:52
9/6/08,Tim Boetsch,Michael Patt,win,loss,TKO,Punches,1,2:03
8/7/10,Tim Boetsch,Todd Brown,win,loss,Decision,Unanimous,3,5:00
5/28/11,Tim Boetsch,Kendall Grove,win,loss,Decision,Unanimous,3,5:00
9/24/11,Tim Boetsch,Nick Ring,win,loss,Decision,Unanimous,3,5:00
2/26/12,Tim Boetsch,Yushin Okami,win,loss,TKO,Punches,3,0:54
7/21/12,Tim Boetsch,Hector Lombard,win,loss,Decision,Split,3,5:00
10/19/13,Tim Boetsch,C.B. Dollaway,win,loss,Decision,Split,3,5:00
8/16/14,Tim Boetsch,Brad Tavares,win,loss,TKO,Punches,2,3:18
7/19/08,Tim Credeur,Cale Yarbrough,win,loss,TKO,Punches,1,1:54
12/10/08,Tim Credeur,Nate Loughran,win,loss,TKO,Rib Injury,2,5:00
4/1/09,Tim Credeur,Nick Catone,win,loss,Submission,Guillotine Choke,2,3:45
12/15/12,Tim Elliott,Jared Papazian,win,loss,Decision,Unanimous,3,5:00
8/31/13,Tim Elliott,Louis Gaudinot,win,loss,Decision,Unanimous,3,5:00
5/23/09,Tim Hague,Pat Barry,win,loss,Submission,Guillotine Choke,1,1:42
7/6/13,Tim Kennedy,Roger Gracie,win,loss,Decision,Unanimous,3,5:00
11/6/13,Tim Kennedy,Rafael Natal,win,loss,KO,Punches,1,4:40
4/16/14,Tim Kennedy,Michael Bisping,win,loss,Decision,Unanimous,5,5:00
9/24/99,Tim Lajcik,Ron Waterman,draw,draw,Draw,,3,5:00
2/15/12,Tim Means,Bernardo Magalhaes,win,loss,Decision,Unanimous,3,5:00
6/8/12,Tim Means,Justin Salas,win,loss,TKO,Knees and Punches,1,1:06
7/26/14,Tim Means,Hernani Perpetuo,win,loss,Decision,Unanimous,3,5:00
12/20/14,Tim Means,Marcio Alexandre Jr.,win,loss,Decision,Split,3,5:00
2/28/15,Tim Means,Dhiego Lima,win,loss,TKO,Punches,1,2:17
4/18/15,Tim Means,George Sullivan,win,loss,Submission,Arm-Triangle Choke,3,3:41
12/10/15,Tim Means,John Howard,win,loss,KO,Punches,2,0:21
9/27/02,Tim Sylvia,Wesley Correira,win,loss,TKO,Corner Stoppage,2,1:43
2/28/03,Tim Sylvia,Ricco Rodriguez,win,loss,TKO,Punches,1,3:09
9/26/03,Tim Sylvia,Gan McGee,win,loss,TKO,Punches,1,1:54
8/20/05,Tim Sylvia,Tra Telligman,win,loss,KO,Head Kick,1,4:59
1/16/06,Tim Sylvia,Assuerio Silva,win,loss,Decision,Unanimous,3,5:00
4/15/06,Tim Sylvia,Andrei Arlovski,win,loss,TKO,Punches,1,2:43
7/8/06,Tim Sylvia,Andrei Arlovski,win,loss,Decision,Unanimous,5,5:00
11/18/06,Tim Sylvia,Jeff Monson,win,loss,Decision,Unanimous,5,5:00
10/20/07,Tim Sylvia,Brandon Vera,win,loss,Decision,Unanimous,3,5:00
4/4/15,Timothy Johnson,Shamil Abdurakhimov,win,loss,TKO,Punches,1,4:57
5/30/97,Tito Ortiz,Wes Albritton,win,loss,TKO,Punches,1,0:31
1/8/99,Tito Ortiz,Jerry Bohlander,win,loss,TKO,Cut,1,14:31
3/5/99,Tito Ortiz,Guy Mezger,win,loss,TKO,Punches,1,9:56
4/14/00,Tito Ortiz,Wanderlei Silva,win,loss,Decision,Unanimous,5,5:00
12/16/00,Tito Ortiz,Yuki Kondo,win,loss,Submission,Neck Crank,1,1:52
2/23/01,Tito Ortiz,Evan Tanner,win,loss,KO,Slam,1,0:32
6/29/01,Tito Ortiz,Elvis Sinosic,win,loss,TKO,Punches and Elbows,1,3:32
9/28/01,Tito Ortiz,Vladimir Matyushenko,win,loss,Decision,Unanimous,5,5:00
11/22/02,Tito Ortiz,Ken Shamrock,win,loss,TKO,Corner Stoppage,3,5:00
10/22/04,Tito Ortiz,Patrick Cote,win,loss,Decision,Unanimous,3,5:00
2/5/05,Tito Ortiz,Vitor Belfort,win,loss,Decision,Split,3,5:00
4/15/06,Tito Ortiz,Forrest Griffin,win,loss,Decision,Split,3,5:00
7/8/06,Tito Ortiz,Ken Shamrock,win,loss,TKO,Elbows,1,1:18
10/10/06,Tito Ortiz,Ken Shamrock,win,loss,TKO,Punches,1,2:23
7/2/11,Tito Ortiz,Ryan Bader,win,loss,Submission,Guillotine Choke,1,1:56
8/29/09,Todd Duffee,Tim Hague,win,loss,KO,Punches,1,0:07
12/29/12,Todd Duffee,Philip De Fries,win,loss,TKO,Punches,1,2:04
12/6/14,Todd Duffee,Anthony Hamilton,win,loss,KO,Punch,1,0:33
4/7/95,Todd Medina,Larry Cureton,win,loss,TKO,Punches,1,2:55
5/30/15,Tom Breese,Luiz Jorge Dutra Jr.,win,loss,TKO,Punches,1,4:58
10/24/15,Tom Breese,Cathal Pendred,win,loss,TKO,Body Kick and Punches,1,4:37
12/13/08,Tom Lawlor,Kyle Kingsbury,win,loss,Decision,Unanimous,3,5:00
7/11/09,Tom Lawlor,C.B. Dollaway,win,loss,Technical,Submission (Guillotine Choke,1,0:55
10/23/10,Tom Lawlor,Patrick Cote,win,loss,Decision,Unanimous,3,5:00
5/15/12,Tom Lawlor,Jason MacDonald,win,loss,KO,Punches,1,0:50
4/6/13,Tom Lawlor,Michael Kuiper,win,loss,Submission,Guillotine Choke,2,1:05
7/25/15,Tom Lawlor,Gian Villante,win,loss,TKO,Punch,2,0:27
3/4/06,Tom Murphy,Icho Larenas,win,loss,TKO,Punches,3,1:59
11/30/13,Tom Niinimaki,Rani Yahya,win,loss,Decision,Split,3,5:00
2/16/13,Tom Watson,Stanislav Nedkov,win,loss,TKO,Knee to the Body and Punches,2,4:42
8/16/14,Tom Watson,Sam Alvey,win,loss,Decision,Unanimous,3,5:00
1/17/09,Tomasz Drwal,Ivan Serati,win,loss,KO,Punches,1,2:02
6/20/09,Tomasz Drwal,Mike Ciesnolevicz,win,loss,TKO,Knee and Punches,1,4:48
9/19/09,Tomasz Drwal,Drew McFedries,win,loss,Submission,Rear-Naked Choke,2,1:03
5/4/01,Tony DeSouza,Steve Berger,win,loss,Decision,Unanimous,3,5:00
6/29/01,Tony DeSouza,Paul Rodriguez,win,loss,Submission,Guillotine Choke,1,1:05
10/10/06,Tony DeSouza,Dustin Hazelett,win,loss,Submission,Kimura,1,3:59
6/4/11,Tony Ferguson,Ramsey Nijem,win,loss,KO,Punches,1,3:54
9/24/11,Tony Ferguson,Aaron Riley,win,loss,TKO,Jaw Injury,1,5:00
12/3/11,Tony Ferguson,Yves Edwards,win,loss,Decision,Unanimous,3,5:00
10/19/13,Tony Ferguson,Mike Rio,win,loss,Submission,Brabo Choke,1,1:52
5/24/14,Tony Ferguson,Katsunori Kikuno,win,loss,KO,Punch,1,4:06
8/30/14,Tony Ferguson,Danny Castillo,win,loss,Decision,Split,3,5:00
12/6/14,Tony Ferguson,Abel Trujillo,win,loss,Submission,Rear-Naked Choke,2,4:19
2/28/15,Tony Ferguson,Gleison Tibau,win,loss,Submission,Rear-Naked Choke,1,2:37
7/15/15,Tony Ferguson,Josh Thomson,win,loss,Decision,Unanimous,3,5:00
12/11/15,Tony Ferguson,Edson Barboza,win,loss,Submission,Brabo Choke,2,2:54
7/27/97,Tony Fryklund,Donnie Chappell,win,loss,Submission,Choke,1,1:31
6/22/02,Tony Fryklund,Rodrigo Ruas,win,loss,TKO,Punches,2,3:34
10/25/14,Tony Martin,Fabricio Camoes,win,loss,Submission,Kimura,1,4:16
1/30/16,Tony Martin,Felipe Olivieri,win,loss,Technical,Submission (Rear-Naked Choke,3,3:02
6/27/15,Tony Sims,Steve Montgomery,win,loss,KO,Punches,1,2:43
4/6/13,Tor Troeng,Adam Cella,win,loss,Submission,Rear-Naked Choke,1,3:11
6/19/10,Travis Browne,James McSweeney,win,loss,TKO,Punches,1,4:32
5/28/11,Travis Browne,Stefan Struve,win,loss,KO,Punch,1,4:11
9/24/11,Travis Browne,Rob Broughton,win,loss,Decision,Unanimous,3,5:00
4/21/12,Travis Browne,Chad Griggs,win,loss,Submission,Arm-Triangle Choke,1,2:29
4/13/13,Travis Browne,Gabriel Gonzaga,win,loss,KO,Elbows,1,1:11
8/17/13,Travis Browne,Alistair Overeem,win,loss,KO,Front Kick and Punches,1,4:08
12/28/13,Travis Browne,Josh Barnett,win,loss,KO,Elbows,1,1:00
12/6/14,Travis Browne,Brendan Schaub,win,loss,TKO,Punches,1,4:50
1/17/16,Travis Browne,Matt Mitrione,win,loss,TKO,Punches,3,4:09
7/16/99,Travis Fulton,David Dodd,win,loss,Decision,Unanimous,2,5:00
10/22/04,Travis Lutter,Marvin Eastman,win,loss,KO,Punch,2,0:43
11/11/06,Travis Lutter,Patrick Cote,win,loss,Submission,Armbar,1,2:18
6/19/04,Trevor Prangley,Curtis Stout,win,loss,Submission,Neck Crank,2,1:05
8/20/05,Trevor Prangley,Travis Lutter,win,loss,Decision,Unanimous,3,5:00
1/15/14,Trevor Smith,Brian Houston,win,loss,Decision,Split,3,5:00
7/19/14,Trevor Smith,Tor Troeng,win,loss,Decision,Unanimous,3,5:00
7/12/15,Trevor Smith,Dan Miller,win,loss,Decision,Unanimous,3,5:00
12/8/07,Troy Mandaloniz,Richie Hightower,win,loss,TKO,Punches,1,4:20
3/13/98,Tsuyoshi Kosaka,Kimo Leopoldo,win,loss,Decision,Unanimous,1,15:00
10/16/98,Tsuyoshi Kosaka,Pete Williams,win,loss,Decision,,1,15:00
7/16/99,Tsuyoshi Kosaka,Tim Lajcik,win,loss,TKO,Corner Stoppage,2,5:00
10/16/98,Tulio Palhares,Adriano Santos,win,loss,TKO,,1,9:00
2/2/13,Tyron Woodley,Jay Hieron,win,loss,KO,Punches,1,0:36
11/16/13,Tyron Woodley,Josh Koscheck,win,loss,KO,Punches,1,4:38
3/15/14,Tyron Woodley,Carlos Condit,win,loss,TKO,Leg Kick,2,2:00
8/23/14,Tyron Woodley,Dong Hyun Kim,win,loss,TKO,Punches,1,1:01
1/31/15,Tyron Woodley,Kelvin Gastelum,win,loss,Decision,Split,3,5:00
6/9/00,Tyrone Roberts,David Dodd,win,loss,Decision,Unanimous,3,5:00
9/23/06,Tyson Griffin,David Lee,win,loss,Submission,Rear-Naked Choke,1,1:50
6/16/07,Tyson Griffin,Clay Guida,win,loss,Decision,Split,3,5:00
9/22/07,Tyson Griffin,Thiago Tavares,win,loss,Decision,Unanimous,3,5:00
2/2/08,Tyson Griffin,Gleison Tibau,win,loss,Decision,Unanimous,3,5:00
7/5/08,Tyson Griffin,Marcus Aurelio,win,loss,Decision,Unanimous,3,5:00
4/1/09,Tyson Griffin,Rafael dos Anjos,win,loss,Decision,Unanimous,3,5:00
9/19/09,Tyson Griffin,Hermes Franca,win,loss,TKO,Punches,2,3:26
6/26/11,Tyson Griffin,Manny Gamburyan,win,loss,Decision,Majority,3,5:00
12/28/13,Uriah Hall,Chris Leben,win,loss,TKO,Retirement,1,5:00
7/5/14,Uriah Hall,Thiago Santos,win,loss,Decision,Unanimous,3,5:00
1/18/15,Uriah Hall,Ron Stallings,win,loss,TKO,Doctor Stoppage,1,3:37
8/8/15,Uriah Hall,Oluwale Bamgbose,win,loss,TKO,Punches,1,2:32
9/26/15,Uriah Hall,Gegard Mousasi,win,loss,TKO,Flying Knee and Punches,2,0:25
3/19/11,Urijah Faber,Eddie Wineland,win,loss,Decision,Unanimous,3,5:00
11/19/11,Urijah Faber,Brian Bowles,win,loss,Submission,Guillotine Choke,2,1:27
2/23/13,Urijah Faber,Ivan Menjivar,win,loss,Submission,Rear-Naked Choke,1,4:34
4/13/13,Urijah Faber,Scott Jorgensen,win,loss,Submission,Rear-Naked Choke,4,3:16
8/17/13,Urijah Faber,Iuri Alcantara,win,loss,Decision,Unanimous,3,5:00
12/14/13,Urijah Faber,Michael McDonald,win,loss,Submission,Guillotine Choke,2,3:22
7/5/14,Urijah Faber,Alex Caceres,win,loss,Submission,Rear-Naked Choke,3,1:09
12/6/14,Urijah Faber,Francisco Rivera,win,loss,Submission,Bulldog Choke,2,1:34
12/12/15,Urijah Faber,Frankie Saenz,win,loss,Decision,Unanimous,3,5:00
9/17/11,Vagner Rocha,Cody McKenzie,win,loss,Submission,Rear-Naked Choke,2,3:49
12/19/15,Valentina Shevchenko,Sarah Kaufman,win,loss,Decision,Split,3,5:00
6/14/14,Valerie Letourneau,Elizabeth Phillips,win,loss,Decision,Split,3,5:00
4/25/15,Valerie Letourneau,Jessica Rakoczy,win,loss,Decision,Unanimous,3,5:00
8/23/15,Valerie Letourneau,Maryna Moroz,win,loss,Decision,Unanimous,3,5:00
2/28/15,Valmir Lazaro,James Krause,win,loss,Decision,Split,3,5:00
2/26/12,Vaughan Lee,Norifumi Yamamoto,win,loss,Submission,Armbar,1,4:29
2/16/13,Vaughan Lee,Motonobu Tezuka,win,loss,Decision,Unanimous,3,5:00
3/1/14,Vaughan Lee,Nam Phan,win,loss,Decision,Unanimous,3,5:00
6/6/03,Vernon White,Ian Freeman,draw,draw,Draw,,3,5:00
12/19/15,Vicente Luque,Hayder Hassan,win,loss,Technical,Submission (Anaconda Choke,1,2:13
6/28/14,Vik Grujic,Chris Indich,win,loss,TKO,Punches,1,4:55
1/24/15,Viktor Pesta,Konstantin Erokhin,win,loss,Decision,Unanimous,3,5:00
1/15/14,Vinc Pichel,Garett Whiteley,win,loss,Decision,Unanimous,3,5:00
5/24/14,Vinc Pichel,Anthony Njokuani,win,loss,Decision,Unanimous,3,5:00
9/22/12,Vinny Magalhaes,Igor Pokrajac,win,loss,Submission,Armbar,2,1:14
8/3/13,Viscardi Andrade,Bristol Marunde,win,loss,TKO,Punches,1,1:36
11/7/15,Viscardi Andrade,Gasan Umalatov,win,loss,Decision,Unanimous,3,5:00
2/7/97,Vitor Belfort,Scott Ferrozzo,win,loss,TKO,Punches,1,0:43
2/7/97,Vitor Belfort,Tra Telligman,win,loss,TKO,Cut,1,1:17
5/30/97,Vitor Belfort,David Abbott,win,loss,TKO,Punches,1,0:52
10/16/98,Vitor Belfort,Wanderlei Silva,win,loss,TKO,Punches,1,0:44
6/6/03,Vitor Belfort,Marvin Eastman,win,loss,TKO,Knees and Punches,1,1:07
1/31/04,Vitor Belfort,Randy Couture,win,loss,TKO,Cut,1,0:49
9/19/09,Vitor Belfort,Rich Franklin,win,loss,TKO,Punches,1,3:02
8/6/11,Vitor Belfort,Yoshihiro Akiyama,win,loss,KO,Punches,1,1:52
1/14/12,Vitor Belfort,Anthony Johnson,win,loss,Submission,Rear-Naked Choke,1,4:49
1/19/13,Vitor Belfort,Michael Bisping,win,loss,TKO,Head Kick and Punches,2,1:27
5/18/13,Vitor Belfort,Luke Rockhold,win,loss,KO,Spinning Heel Kick and Punches,1,2:32
11/9/13,Vitor Belfort,Dan Henderson,win,loss,KO,Head Kick,1,1:17
11/7/15,Vitor Belfort,Dan Henderson,win,loss,KO,Punches,1,2:07
12/20/14,Vitor Miranda,Jake Collier,win,loss,TKO,Head Kick and Punches,1,4:59
8/1/15,Vitor Miranda,Clint Hester,win,loss,TKO,Punches and Elbows,2,2:38
6/29/01,Vladimir Matyushenko,Yuki Kondo,win,loss,Decision,Unanimous,3,5:00
11/22/02,Vladimir Matyushenko,Travis Wiuff,win,loss,Submission,Punches,1,4:10
2/28/03,Vladimir Matyushenko,Pedro Rizzo,win,loss,Decision,Unanimous,3,5:00
9/19/09,Vladimir Matyushenko,Igor Pokrajac,win,loss,Decision,Unanimous,3,5:00
3/21/10,Vladimir Matyushenko,Eliot Marshall,win,loss,Decision,Split,3,5:00
11/13/10,Vladimir Matyushenko,Alexandre Ferreira,win,loss,TKO,Punches and Elbows,1,2:20
4/30/11,Vladimir Matyushenko,Jason Brilz,win,loss,KO,Punches,1,0:20
8/4/12,Wagner Prado,Phil Davis,NC,NC,NC,Accidental Eye Poke,1,1:28
10/1/11,Walel Watson,Joseph Sandoval,win,loss,TKO,Punches,1,1:17
5/7/99,Wanderlei Silva,Tony Petarra,win,loss,KO,Knee,1,2:53
5/24/08,Wanderlei Silva,Keith Jardine,win,loss,KO,Punches,1,0:36
2/20/10,Wanderlei Silva,Michael Bisping,win,loss,Decision,Unanimous,3,5:00
11/19/11,Wanderlei Silva,Cung Le,win,loss,TKO,Knees and Punches,2,4:49
3/3/13,Wanderlei Silva,Brian Stann,win,loss,KO,Punches,2,4:08
12/8/07,War Machine,Jared Rollins,win,loss,TKO,Punches,3,2:01
5/31/14,Warlley Alves,Marcio Alexandre Jr.,win,loss,Technical,Submission (Guillotine Choke,3,0:25
11/8/14,Warlley Alves,Alan Jouban,win,loss,Decision,Unanimous,3,5:00
8/1/15,Warlley Alves,Nordine Taleb,win,loss,Submission,Guillotine Choke,2,4:11
12/12/15,Warlley Alves,Colby Covington,win,loss,Submission,Guillotine Choke,1,1:26
9/25/10,Waylon Lowe,Steve Lopez,win,loss,Decision,Split,3,5:00
1/22/11,Waylon Lowe,Willamy Freire,win,loss,Decision,Unanimous,3,5:00
4/25/03,Wesley Correira,Sean Alvarez,win,loss,TKO,Knees and Punches,2,1:46
11/21/03,Wesley Correira,David Abbott,win,loss,TKO,Cut,1,2:14
12/28/13,William Macario,Bobby Voelker,win,loss,Decision,Unanimous,3,5:00
7/12/15,Willie Gates,Darrell Montague,win,loss,TKO,Punches and Elbows,1,1:36
8/26/06,Wilson Gouveia,Wes Combs,win,loss,Submission,Rear-Naked Choke,1,3:23
4/5/07,Wilson Gouveia,Seth Petruzelli,win,loss,Submission,Guillotine Choke,2,0:39
5/26/07,Wilson Gouveia,Carmelo Marrero,win,loss,Submission,Guillotine Choke,1,3:06
1/19/08,Wilson Gouveia,Jason Lambert,win,loss,KO,Punch,2,0:37
9/17/08,Wilson Gouveia,Ryan Jensen,win,loss,Submission,Armbar,2,2:04
12/13/08,Wilson Gouveia,Jason MacDonald,win,loss,Submission,Elbows,1,2:18
9/21/13,Wilson Reis,Ivan Menjivar,win,loss,Decision,Unanimous,3,5:00
8/23/14,Wilson Reis,Joby Sanchez,win,loss,Decision,Unanimous,3,5:00
10/25/14,Wilson Reis,Scott Jorgensen,win,loss,Submission,Arm-Triangle Choke,1,3:28
1/30/16,Wilson Reis,Dustin Ortiz,win,loss,Decision,Unanimous,3,5:00
11/15/14,Yair Rodriguez,Leonardo Morales,win,loss,Decision,Unanimous,3,5:00
6/13/15,Yair Rodriguez,Charles Rosa,win,loss,Decision,Split,3,5:00
10/3/15,Yair Rodriguez,Daniel Hooker,win,loss,Decision,Unanimous,3,5:00
10/9/13,Yan Cabral,David Mitchell,win,loss,Decision,Unanimous,3,5:00
10/25/14,Yan Cabral,Naoyuki Kotani,win,loss,Submission,Rear-Naked Choke,2,3:06
11/6/13,Yancy Medeiros,Yves Edwards,NC,NC,No Contest,,1,2:47
8/30/14,Yancy Medeiros,Damon Jackson,win,loss,Submission,Reverse Bulldog Choke,2,1:54
12/12/14,Yancy Medeiros,Joe Proctor,win,loss,Submission,Guillotine Choke,1,4:37
12/12/15,Yancy Medeiros,John Makdessi,win,loss,Decision,Split,3,5:00
7/27/13,Yaotzin Meza,John Albert,win,loss,Submission,Rear-Naked Choke,2,2:49
4/11/15,Yaotzin Meza,Damian Stasiak,win,loss,Decision,Unanimous,3,5:00
4/20/13,Yoel Romero,Clifford Starks,win,loss,KO,Flying Knee and Punches,1,1:32
11/6/13,Yoel Romero,Ronny Markes,win,loss,KO,Punches,3,1:39
1/15/14,Yoel Romero,Derek Brunson,win,loss,TKO,Punches and Elbows,3,3:23
