event_date,f1name,f2name,f1result,f2result,method,method_d,round,time
9/23/06,Roger Huerta,Jason Dent,win,loss,Decision,Unanimous,3,5:00
2/3/07,Roger Huerta,John Halverson,win,loss,TKO,Punches,1,0:19
4/7/07,Roger Huerta,Leonard Garcia,win,loss,Decision,Unanimous,3,5:00
6/23/07,Roger Huerta,Douglas Evans,win,loss,TKO,Punches,2,3:30
8/25/07,Roger Huerta,Alberto Crane,win,loss,TKO,Punches,3,1:50
12/8/07,Roger Huerta,Clay Guida,win,loss,Submission,Rear-Naked Choke,3,0:31
11/22/14,Roger Narvaez,Luke Barnatt,win,loss,Decision,Split,3,5:00
12/3/11,Roland Delorme,Josh Ferguson,win,loss,Submission,Rear-Naked Choke,3,0:22
5/5/12,Roland Delorme,Nick Denis,win,loss,Submission,Rear-Naked Choke,1,4:59
6/15/13,Roland Delorme,Edwin Figueroa,win,loss,Decision,Unanimous,3,5:00
12/13/08,Roli Delgado,John Polakowski,win,loss,Submission,Guillotine Choke,2,2:18
12/8/07,Roman Mitichyan,Dorian Price,win,loss,Submission,Achilles Lock,1,0:23
2/28/15,Roman Salazar,Norifumi Yamamoto,NC,NC,NC,Accidental Eye Poke,2,2:37
4/4/15,Ron Stallings,Justin Jones,win,loss,Decision,Unanimous,3,5:00
5/7/99,Ron Waterman,Chris Condo,win,loss,TKO,Punches,1,0:28
4/14/00,Ron Waterman,Satoshi Honma,win,loss,Decision,Unanimous,3,5:00
5/18/13,Ronaldo Souza,Chris Camozzi,win,loss,Technical,Submission (Arm-Triangle Choke,1,3:37
9/4/13,Ronaldo Souza,Yushin Okami,win,loss,TKO,Punches,1,2:47
2/15/14,Ronaldo Souza,Francis Carmont,win,loss,Decision,Unanimous,3,5:00
9/5/14,Ronaldo Souza,Gegard Mousasi,win,loss,Submission,Guillotine Choke,3,4:30
4/18/15,Ronaldo Souza,Chris Camozzi,win,loss,Submission,Armbar,1,2:33
2/23/13,Ronda Rousey,Liz Carmouche,win,loss,Submission,Armbar,1,4:49
12/28/13,Ronda Rousey,Miesha Tate,win,loss,Submission,Armbar,3,0:58
2/22/14,Ronda Rousey,Sara McMann,win,loss,TKO,Knee to the Body,1,1:06
7/5/14,Ronda Rousey,Alexis Davis,win,loss,KO,Punches,1,0:16
2/28/15,Ronda Rousey,Cat Zingano,win,loss,Submission,Straight Armbar,1,0:14
8/1/15,Ronda Rousey,Bethe Correia,win,loss,KO,Punch,1,0:34
8/14/11,Ronny Markes,Karlos Vemola,win,loss,Decision,Unanimous,3,5:00
2/15/12,Ronny Markes,Aaron Simpson,win,loss,Decision,Split,3,5:00
1/19/13,Ronny Markes,Andrew Craig,win,loss,Decision,Unanimous,3,5:00
6/23/12,Rony Mariano Bezerra,Godofredo Castro,win,loss,Decision,Unanimous,3,5:00
10/13/12,Rony Mariano Bezerra,Sam Sicilia,win,loss,TKO,Punches,2,4:16
6/8/13,Rony Mariano Bezerra,Mike Wilkinson,win,loss,Technical,Submission (Triangle Choke,1,1:24
3/23/14,Rony Mariano Bezerra,Steven Siler,win,loss,TKO,Punches,1,1:17
5/30/15,Rony Mariano Bezerra,Damon Jackson,NC,NC,NC,Overturned by CABMMA,1,3:31
1/11/10,Rory MacDonald,Michael Guymon,win,loss,Submission,Armbar,1,4:27
4/30/11,Rory MacDonald,Nate Diaz,win,loss,Decision,Unanimous,3,5:00
8/6/11,Rory MacDonald,Mike Pyle,win,loss,TKO,Punches,1,3:54
4/21/12,Rory MacDonald,Che Mills,win,loss,TKO,Punches,2,2:20
12/8/12,Rory MacDonald,B.J. Penn,win,loss,Decision,Unanimous,3,5:00
7/27/13,Rory MacDonald,Jake Ellenberger,win,loss,Decision,Unanimous,3,5:00
2/22/14,Rory MacDonald,Demian Maia,win,loss,Decision,Unanimous,3,5:00
6/14/14,Rory MacDonald,Tyron Woodley,win,loss,Decision,Unanimous,3,5:00
10/4/14,Rory MacDonald,Tarec Saffiedine,win,loss,TKO,Punches,3,1:28
7/19/08,Rory Markham,Brodie Farber,win,loss,KO,Head Kick,1,1:37
6/24/06,Rory Singer,Ross Pointon,win,loss,Submission,Triangle Choke,1,0:44
10/10/06,Rory Singer,Josh Haynes,win,loss,Decision,Unanimous,3,5:00
10/3/15,Rose Namajunas,Angela Hill,win,loss,Submission,Rear-Naked Choke,1,2:47
12/10/15,Rose Namajunas,Paige VanZant,win,loss,Submission,Rear-Naked Choke,5,2:25
6/20/09,Ross Pearson,Andre Winner,win,loss,Decision,Unanimous,3,5:00
11/14/09,Ross Pearson,Aaron Riley,win,loss,TKO,Doctor Stoppage,2,4:38
3/31/10,Ross Pearson,Dennis Siver,win,loss,Decision,Unanimous,3,5:00
2/27/11,Ross Pearson,Spencer Fisher,win,loss,Decision,Unanimous,3,5:00
12/30/11,Ross Pearson,Junior Assuncao,win,loss,Decision,Unanimous,3,5:00
12/15/12,Ross Pearson,George Sotiropoulos,win,loss,TKO,Punches,3,0:41
4/6/13,Ross Pearson,Ryan Couture,win,loss,TKO,Punches,2,3:45
8/16/14,Ross Pearson,Gray Maynard,win,loss,TKO,Punches,2,1:35
3/14/15,Ross Pearson,Sam Stout,win,loss,KO,Punch,2,1:33
9/5/15,Ross Pearson,Paul Felder,win,loss,Decision,Split,3,5:00
5/24/08,Rousimar Palhares,Ivan Salaverry,win,loss,Submission,Armbar,1,2:36
1/17/09,Rousimar Palhares,Jeremy Horn,win,loss,Decision,Unanimous,3,5:00
12/12/09,Rousimar Palhares,Lucio Linhares,win,loss,Submission,Heel Hook,2,3:21
3/27/10,Rousimar Palhares,Tomasz Drwal,win,loss,Submission,Heel Hook,1,0:45
3/3/11,Rousimar Palhares,David Branch,win,loss,Submission,Heel Hook,2,1:44
8/27/11,Rousimar Palhares,Dan Miller,win,loss,Decision,Unanimous,3,5:00
1/14/12,Rousimar Palhares,Mike Massenzio,win,loss,Submission,Heel Hook,1,1:03
10/9/13,Rousimar Palhares,Mike Pierce,win,loss,Submission,Heel Hook,1,0:31
12/5/09,Roy Nelson,Brendan Schaub,win,loss,KO,Punch,1,3:45
3/31/10,Roy Nelson,Stefan Struve,win,loss,TKO,Punches,1,0:39
10/29/11,Roy Nelson,Mirko Filipovic,win,loss,TKO,Punches,3,1:30
5/26/12,Roy Nelson,Dave Herman,win,loss,KO,Punch,1,0:51
12/15/12,Roy Nelson,Matt Mitrione,win,loss,TKO,Punches,1,2:58
4/27/13,Roy Nelson,Cheick Kongo,win,loss,KO,Punches,1,2:03
4/11/14,Roy Nelson,Antonio Rodrigo Nogueira,win,loss,KO,Punch,1,3:37
2/6/16,Roy Nelson,Jared Rosholt,win,loss,Decision,Unanimous,3,5:00
11/12/93,Royce Gracie,Gerard Gordeau,win,loss,Submission,Rear-Naked Choke,1,1:44
11/12/93,Royce Gracie,Ken Shamrock,win,loss,Submission,Rear-Naked Choke,1,0:57
11/12/93,Royce Gracie,Art Jimmerson,win,loss,Submission,Smother Choke,1,2:18
3/11/94,Royce Gracie,Patrick Smith,win,loss,Submission,Punches,1,1:17
3/11/94,Royce Gracie,Remco Pardoel,win,loss,Submission,Lapel Choke,1,1:31
3/11/94,Royce Gracie,Jason DeLucia,win,loss,Submission,Armlock,1,1:07
3/11/94,Royce Gracie,Minoki Ichihara,win,loss,Submission,Lapel Choke,1,5:08
9/9/94,Royce Gracie,Kimo Leopoldo,win,loss,Submission,Armlock,1,4:40
12/16/94,Royce Gracie,Dan Severn,win,loss,Submission,Triangle Choke,1,15:49
12/16/94,Royce Gracie,Keith Hackney,win,loss,Submission,Armlock,1,5:32
12/16/94,Royce Gracie,Ron van Clief,win,loss,Submission,Rear Naked Choke,1,3:59
1/4/14,Royston Wee,Dave Galera,win,loss,Decision,Unanimous,3,5:00
8/23/14,Royston Wee,Zhikui Yao,win,loss,Decision,Split,3,5:00
5/31/14,Ruslan Magomedov,Viktor Pesta,win,loss,Decision,Unanimous,3,5:00
11/22/14,Ruslan Magomedov,Josh Copeland,win,loss,Decision,Unanimous,3,5:00
10/3/15,Ruslan Magomedov,Shawn Jordan,win,loss,Decision,Unanimous,3,5:00
1/4/14,Russell Doane,Leandro Issa,win,loss,Technical,Submission (Triangle Choke,2,4:59
7/5/14,Russell Doane,Marcus Brimage,win,loss,Decision,Split,3,5:00
12/15/12,Rustam Khabilov,Vinc Pichel,win,loss,KO,Suplex and Punches,1,2:15
4/27/13,Rustam Khabilov,Yancy Medeiros,win,loss,TKO,Thumb Injury,1,2:32
11/6/13,Rustam Khabilov,Jorge Masvidal,win,loss,Decision,Unanimous,3,5:00
12/13/08,Ryan Bader,Vinny Magalhaes,win,loss,TKO,Punches,1,2:18
4/1/09,Ryan Bader,Carmelo Marrero,win,loss,Decision,Unanimous,3,5:00
10/24/09,Ryan Bader,Eric Schafer,win,loss,Decision,Unanimous,3,5:00
2/20/10,Ryan Bader,Keith Jardine,win,loss,KO,Punch,3,2:10
9/25/10,Ryan Bader,Antonio Rogerio Nogueira,win,loss,Decision,Unanimous,3,5:00
11/19/11,Ryan Bader,Jason Brilz,win,loss,KO,Punch,1,1:17
2/26/12,Ryan Bader,Quinton Jackson,win,loss,Decision,Unanimous,3,5:00
1/26/13,Ryan Bader,Vladimir Matyushenko,win,loss,Submission,Guillotine Choke,1,0:50
12/7/13,Ryan Bader,Anthony Perosh,win,loss,Decision,Unanimous,3,5:00
6/14/14,Ryan Bader,Rafael Cavalcante,win,loss,Decision,Unanimous,3,5:00
8/16/14,Ryan Bader,Ovince St. Preux,win,loss,Decision,Unanimous,5,5:00
1/24/15,Ryan Bader,Phil Davis,win,loss,Decision,Split,3,5:00
10/3/15,Ryan Bader,Rashad Evans,win,loss,Decision,Unanimous,3,5:00
3/14/15,Ryan Benoit,Sergio Pettis,win,loss,TKO,Punches,2,1:34
12/11/15,Ryan Hall,Artem Lobov,win,loss,Decision,Unanimous,3,5:00
9/16/09,Ryan Jensen,Steve Steinbeiss,win,loss,Technical,Submission (Guillotine Choke,1,3:56
5/29/10,Ryan Jensen,Jesse Forbes,win,loss,Submission,Guillotine Choke,1,1:06
7/21/12,Ryan Jimmo,Anthony Perosh,win,loss,KO,Punch,1,0:07
6/15/13,Ryan Jimmo,Igor Pokrajac,win,loss,Decision,Unanimous,3,5:00
4/16/14,Ryan Jimmo,Sean O'Connell,win,loss,KO,Punches,1,4:27
4/6/13,Ryan LaFlare,Ben Alloway,win,loss,Decision,Unanimous,3,5:00
11/9/13,Ryan LaFlare,Santiago Ponzinibbio,win,loss,Decision,Unanimous,3,5:00
12/14/13,Ryan LaFlare,Court McGee,win,loss,Decision,Unanimous,3,5:00
4/11/14,Ryan LaFlare,John Howard,win,loss,Decision,Unanimous,3,5:00
12/11/15,Ryan LaFlare,Mike Pierce,win,loss,Decision,Unanimous,3,5:00
9/6/08,Ryo Chonan,Roan Carneiro,win,loss,Decision,Split,3,5:00
10/3/15,Sage Northcutt,Francisco Trevino,win,loss,TKO,Elbows and Punches,1,0:57
12/10/15,Sage Northcutt,Cody Pfister,win,loss,Submission,Guillotine Choke,2,0:41
8/23/14,Sai Wang,Danny Mitchell,win,loss,Decision,Unanimous,3,5:00
2/16/96,Sam Adkins,Keith Mielke,win,loss,Submission,Punches,1,0:50
7/12/96,Sam Adkins,Felix Mitchell,win,loss,Decision,Unanimous,1,10:00
11/7/14,Sam Alvey,Dylan Andrews,win,loss,KO,Punches,1,2:16
2/22/15,Sam Alvey,Cezar Ferreira,win,loss,KO,Punches,1,3:34
5/10/15,Sam Alvey,Daniel Kelly,win,loss,TKO,Punches,1,0:49
4/9/05,Sam Hoger,Bobby Southworth,win,loss,Decision,Unanimous,3,5:00
11/19/05,Sam Hoger,Jeff Newton,win,loss,Submission,Rear-Naked Choke,2,2:05
6/1/12,Sam Sicilia,Cristiano Marcello,win,loss,KO,Punches,2,2:53
11/9/13,Sam Sicilia,Godofredo Castro,win,loss,TKO,Punches,1,1:42
5/24/14,Sam Sicilia,Aaron Phillips,win,loss,Decision,Unanimous,3,5:00
1/24/15,Sam Sicilia,Akira Corassani,win,loss,KO,Punch,1,3:26
7/15/15,Sam Sicilia,Yaotzin Meza,win,loss,Decision,Unanimous,3,5:00
3/4/06,Sam Stout,Spencer Fisher,win,loss,Decision,Split,3,5:00
1/19/08,Sam Stout,Per Eklund,win,loss,Decision,Unanimous,3,5:00
4/18/09,Sam Stout,Matt Wiman,win,loss,Decision,Unanimous,3,5:00
1/2/10,Sam Stout,Joe Lauzon,win,loss,Decision,Unanimous,3,5:00
10/23/10,Sam Stout,Paul Taylor,win,loss,Decision,Split,3,5:00
6/11/11,Sam Stout,Yves Edwards,win,loss,KO,Punch,1,3:52
6/22/12,Sam Stout,Spencer Fisher,win,loss,Decision,Unanimous,3,5:00
2/23/13,Sam Stout,Caros Fodor,win,loss,Decision,Split,3,5:00
12/14/13,Sam Stout,Cody McKenzie,win,loss,Decision,Unanimous,3,5:00
4/14/00,Sanae Kikuta,Eugene Jackson,win,loss,Submission,Armbar,1,4:38
9/13/14,Santiago Ponzinibbio,Wendell de Oliveira Marques,win,loss,KO,Punches,1,1:20
2/22/15,Santiago Ponzinibbio,Sean Strickland,win,loss,Decision,Unanimous,3,5:00
12/10/15,Santiago Ponzinibbio,Andreas Stahl,win,loss,TKO,Punches,1,4:25
4/27/13,Sara McMann,Sheila Gaff,win,loss,TKO,Punches,1,4:06
8/16/14,Sara McMann,Lauren Murphy,win,loss,Decision,Split,3,5:00
4/16/14,Sarah Kaufman,Leslie Smith,win,loss,Decision,Unanimous,3,5:00
7/6/14,Sarah Moras,Alexis Dufresne,win,loss,Decision,Unanimous,3,5:00
3/10/00,Scott Adams,Ian Freeman,win,loss,Submission,Heel Hook,1,3:09
6/20/15,Scott Askham,Antonio dos Santos Jr.,win,loss,KO,Knees,1,2:52
9/8/95,Scott Bessac,David Hood,win,loss,Submission,Guillotine Choke,1,0:31
9/20/96,Scott Ferrozzo,David Abbott,win,loss,Decision,Unanimous,1,15:00
9/20/96,Scott Ferrozzo,Sam Fulton,win,loss,Submission,Strikes,1,0:00
2/7/97,Scott Ferrozzo,Jim Mullen,win,loss,TKO,Punches,1,8:02
8/8/15,Scott Holtzman,Anthony Christodoulou,win,loss,Submission,Rear-Naked Choke,3,2:40
6/4/11,Scott Jorgensen,Ken Stone,win,loss,KO,Punches,1,4:01
10/29/11,Scott Jorgensen,Jeff Curran,win,loss,Decision,Unanimous,3,5:00
12/8/12,Scott Jorgensen,John Albert,win,loss,Submission,Rear-Naked Choke,1,4:59
6/7/14,Scott Jorgensen,Danny Martinez,win,loss,Decision,Unanimous,3,5:00
3/11/94,Scott Morris,Sean Daugherty,win,loss,Submission,Guillotine Choke,1,0:20
11/11/06,Scott Smith,Pete Sell,win,loss,KO,Punch,2,3:25
9/25/10,Sean McCorkle,Mark Hunt,win,loss,Submission,Straight Armbar,1,1:03
1/18/15,Sean O'Connell,Matt Van Buren,win,loss,TKO,Punches,3,2:11
5/10/15,Sean O'Connell,Anthony Perosh,win,loss,TKO,Punches,1,0:56
12/11/10,Sean Pierson,Matt Riddle,win,loss,Decision,Unanimous,3,5:00
6/8/12,Sean Pierson,Jake Hecht,win,loss,Decision,Unanimous,3,5:00
9/22/12,Sean Pierson,Lance Benoist,win,loss,Decision,Unanimous,3,5:00
6/15/13,Sean Pierson,Kenny Robertson,win,loss,Decision,Majority,3,5:00
2/23/01,Sean Sherk,Tiki Ghosn,win,loss,Submission,Dislocated Shoulder,2,4:47
3/22/02,Sean Sherk,Jutaro Nakao,win,loss,Decision,Unanimous,3,5:00
9/27/02,Sean Sherk,Benji Radach,win,loss,TKO,Doctor Stoppage,1,4:16
4/15/06,Sean Sherk,Nick Diaz,win,loss,Decision,Unanimous,3,5:00
10/14/06,Sean Sherk,Kenny Florian,win,loss,Decision,Unanimous,5,5:00
7/7/07,Sean Sherk,Hermes Franca,win,loss,Decision,Unanimous,5,5:00
10/25/08,Sean Sherk,Tyson Griffin,win,loss,Decision,Unanimous,3,5:00
9/25/10,Sean Sherk,Evan Dunham,win,loss,Decision,Split,3,5:00
9/4/13,Sean Spencer,Yuri Villefort,win,loss,Decision,Split,3,5:00
11/30/13,Sean Spencer,Drew Dober,win,loss,Decision,Unanimous,3,5:00
9/13/14,Sean Spencer,Paulo Thiago,win,loss,Decision,Unanimous,3,5:00
3/15/14,Sean Strickland,Bubba McDaniel,win,loss,Submission,Rear-Naked Choke,1,4:33
5/31/14,Sean Strickland,Luke Barnatt,win,loss,Decision,Split,3,5:00
7/15/15,Sean Strickland,Igor Araujo,win,loss,Decision,Unanimous,3,5:00
2/21/16,Sean Strickland,Alex Garcia,win,loss,TKO,Punches,3,4:25
5/4/01,Semmy Schilt,Pete Williams,win,loss,TKO,Kick to the Body and Punches,2,1:28
11/28/15,Seo Hee Ham,Cortney Casey,win,loss,Decision,Unanimous,3,5:00
10/13/12,Sergio Moraes,Renee Forte,win,loss,Submission,Rear-Naked Choke,3,3:10
8/3/13,Sergio Moraes,Neil Magny,win,loss,Submission,Triangle Choke,1,3:13
4/11/15,Sergio Moraes,Mickael Lebout,win,loss,Decision,Unanimous,3,5:00
12/10/15,Sergio Moraes,Omari Akhmedov,win,loss,TKO,Punches,3,2:18
11/16/13,Sergio Pettis,Will Campuzano,win,loss,Decision,Unanimous,3,5:00
6/7/14,Sergio Pettis,Yaotzin Meza,win,loss,Decision,Unanimous,3,5:00
12/6/14,Sergio Pettis,Matt Hobar,win,loss,Decision,Unanimous,3,5:00
10/3/15,Sergio Pettis,Chris Cariaso,win,loss,Decision,Unanimous,3,5:00
9/17/11,Seth Baczynski,Clay Harvison,win,loss,Submission,Rear-Naked Choke,2,1:12
11/19/11,Seth Baczynski,Matt Brown,win,loss,Submission,Guillotine Choke,2,0:42
6/8/12,Seth Baczynski,Lance Benoist,win,loss,Decision,Split,3,5:00
9/22/12,Seth Baczynski,Simeon Thoresen,win,loss,KO,Punch,1,4:10
11/6/13,Seth Baczynski,Neil Magny,win,loss,Decision,Unanimous,3,5:00
6/4/11,Shamar Bailey,Ryan McGillivray,win,loss,Decision,Unanimous,3,5:00
2/21/16,Shamil Abdurakhimov,Anthony Hamilton,win,loss,Decision,Unanimous,3,5:00
8/23/15,Shane Campbell,Elias Silverio,win,loss,Decision,Unanimous,3,5:00
5/24/08,Shane Carwin,Christian Wellisch,win,loss,KO,Punch,1,0:44
10/18/08,Shane Carwin,Neil Wain,win,loss,TKO,Punches,1,1:31
3/7/09,Shane Carwin,Gabriel Gonzaga,win,loss,TKO,Punches,1,1:09
3/27/10,Shane Carwin,Frank Mir,win,loss,KO,Punches,1,3:48
12/13/08,Shane Nelson,George Roop,win,loss,Decision,Split,3,5:00
3/7/09,Shane Nelson,Aaron Riley,win,loss,TKO,Punch,1,0:44
3/3/11,Shane Roller,Thiago Tavares,win,loss,KO,Punches,2,1:28
7/7/12,Shane Roller,John Alessio,win,loss,Decision,Unanimous,3,5:00
7/19/08,Shannon Gugerty,Dale Hartt,win,loss,Submission,Rear-Naked Choke,1,3:33
7/11/09,Shannon Gugerty,Matt Grice,win,loss,Submission,Guillotine Choke,1,2:36
3/3/12,Shawn Jordan,Oli Thompson,win,loss,TKO,Punches,2,1:07
1/26/13,Shawn Jordan,Mike Russow,win,loss,TKO,Punches and Elbows,2,3:48
6/15/13,Shawn Jordan,Pat Barry,win,loss,TKO,Punches,1,0:59
8/16/14,Shawn Jordan,Jack May,win,loss,TKO,Punches,3,2:03
1/3/15,Shawn Jordan,Jared Cannonier,win,loss,KO,Punches,1,2:57
6/6/15,Shawn Jordan,Derrick Lewis,win,loss,TKO,Hook Kick and Punches,2,0:48
1/2/16,Sheldon Westcott,Edgar Garcia,win,loss,TKO,Punches,1,3:12
9/26/15,Shinsho Anzai,Roger Zapata,win,loss,TKO,Hand Injury,3,0:47
3/10/00,Shonie Carter,Brad Gumm,win,loss,Decision,Unanimous,2,5:00
6/9/00,Shonie Carter,Adrian Serrano,win,loss,Decision,Unanimous,2,5:00
5/4/01,Shonie Carter,Matt Serra,win,loss,KO,Spinning Back Fist,3,4:51
4/14/12,Simeon Thoresen,Besam Yousef,win,loss,Submission,Rear-Naked Choke,2,2:36
3/5/99,Sione Latu,Joey Roberts,win,loss,TKO,Cut,1,N/A
6/27/15,Sirwan Kakai,Danny Martinez,win,loss,Decision,Unanimous,3,5:00
4/14/12,Siyar Bahadurzada,Paulo Thiago,win,loss,KO,Punch,1,0:42
8/31/13,Soa Palelei,Nikita Krylov,win,loss,TKO,Punches,3,1:34
12/7/13,Soa Palelei,Pat Barry,win,loss,KO,Punches,1,2:09
5/10/14,Soa Palelei,Ruan Potts,win,loss,KO,Punch,1,2:20
11/7/14,Soa Palelei,Walt Harris,win,loss,TKO,Punches,2,4:49
10/3/05,Spencer Fisher,Thiago Alves,win,loss,Submission,Triangle Choke,2,4:43
1/16/06,Spencer Fisher,Aaron Riley,win,loss,TKO,Doctor Stoppage,1,5:00
5/27/06,Spencer Fisher,Matt Wiman,win,loss,KO,Flying Knee,2,1:43
10/14/06,Spencer Fisher,Dan Lauzon,win,loss,TKO,Punches,1,4:38
6/12/07,Spencer Fisher,Sam Stout,win,loss,Decision,Unanimous,3,5:00
6/21/08,Spencer Fisher,Jeremy Stephens,win,loss,Decision,Unanimous,3,5:00
10/25/08,Spencer Fisher,Shannon Gugerty,win,loss,Submission,Triangle Choke,3,3:56
6/13/09,Spencer Fisher,Caol Uno,win,loss,Decision,Unanimous,3,5:00
10/16/10,Spencer Fisher,Curt Warburton,win,loss,Decision,Unanimous,3,5:00
8/27/11,Stanislav Nedkov,Luiz Cane,win,loss,TKO,Punches,1,4:20
6/13/09,Stefan Struve,Denis Stojnic,win,loss,Submission,Rear-Naked Choke,2,2:37
10/24/09,Stefan Struve,Chase Gormley,win,loss,Submission,Triangle Choke,1,4:04
12/12/09,Stefan Struve,Paul Buentello,win,loss,Decision,Majority,3,5:00
8/7/10,Stefan Struve,Christian Morecraft,win,loss,KO,Punches,2,0:22
12/11/10,Stefan Struve,Sean McCorkle,win,loss,TKO,Punches,1,3:55
10/1/11,Stefan Struve,Pat Barry,win,loss,Submission,Triangle Choke,2,3:22
2/15/12,Stefan Struve,Dave Herman,win,loss,TKO,Punches,2,3:52
5/26/12,Stefan Struve,Lavar Johnson,win,loss,Submission,Armbar,1,1:05
9/29/12,Stefan Struve,Stipe Miocic,win,loss,TKO,Punches,2,3:50
8/1/15,Stefan Struve,Antonio Rodrigo Nogueira,win,loss,Decision,Unanimous,3,5:00
8/6/05,Stephan Bonnar,Sam Hoger,win,loss,Decision,Unanimous,3,5:00
1/16/06,Stephan Bonnar,James Irvin,win,loss,Submission,Kimura,1,4:30
4/6/06,Stephan Bonnar,Keith Jardine,win,loss,Decision,Unanimous,3,5:00
7/7/07,Stephan Bonnar,Mike Nickels,win,loss,Submission,Rear-Naked Choke,1,2:14
10/20/07,Stephan Bonnar,Eric Schafer,win,loss,TKO,Punches,2,2:47
7/3/10,Stephan Bonnar,Krzysztof Soszynski,win,loss,TKO,Punches,2,3:08
12/4/10,Stephan Bonnar,Igor Pokrajac,win,loss,Decision,Unanimous,3,5:00
11/19/11,Stephan Bonnar,Kyle Kingsbury,win,loss,Decision,Unanimous,3,5:00
2/4/12,Stephen Thompson,Daniel Stittgen,win,loss,KO,Head Kick,1,4:13
5/25/13,Stephen Thompson,Nah-Shon Burrell,win,loss,Decision,Unanimous,3,5:00
9/21/13,Stephen Thompson,Chris Clements,win,loss,TKO,Punches,2,1:27
2/22/14,Stephen Thompson,Robert Whittaker,win,loss,TKO,Punches,1,3:43
9/27/14,Stephen Thompson,Patrick Cote,win,loss,Decision,Unanimous,3,5:00
7/12/15,Stephen Thompson,Jake Ellenberger,win,loss,KO,Spinning Hook Kick,1,4:29
2/6/16,Stephen Thompson,Johny Hendricks,win,loss,TKO,Punches,1,3:31
12/10/08,Steve Bruno,Johnny Rees,win,loss,Submission,Rear-Naked Choke,2,3:44
12/10/08,Steve Cantwell,Razak Al-Hassan,win,loss,Technical,Submission (Armbar,1,4:04
9/9/94,Steve Jennum,Harold Howard,win,loss,Submission,Punches,1,1:27
12/16/94,Steve Jennum,Melton Bowen,win,loss,Submission,Armlock,1,4:47
5/17/96,Steve Nelmark,Tai Bowden,win,loss,TKO,Doctor Stoppage,1,7:25
12/7/96,Steve Nelmark,Marcus Bossett,win,loss,Submission,Choke,1,1:37
5/30/97,Steven Graham,Dmitri Stepanov,win,loss,Submission,Armlock,1,1:30
4/11/15,Steven Ray,Marcin Bandel,win,loss,TKO,Punches,2,1:35
7/18/15,Steven Ray,Leonardo Mafra Texeira,win,loss,TKO,Punches,1,2:30
10/24/15,Steven Ray,Mickael Lebout,win,loss,Decision,Unanimous,3,5:00
12/3/11,Steven Siler,Josh Clopton,win,loss,Decision,Unanimous,3,5:00
3/3/12,Steven Siler,Cole Miller,win,loss,Decision,Unanimous,3,5:00
6/22/12,Steven Siler,Joey Gambino,win,loss,Submission,Guillotine Choke,1,2:47
4/27/13,Steven Siler,Kurt Holobaugh,win,loss,Decision,Unanimous,3,5:00
8/17/13,Steven Siler,Mike Thomas Brown,win,loss,KO,Punches,1,0:50
10/8/11,Stipe Miocic,Joey Beltran,win,loss,Decision,Unanimous,3,5:00
2/15/12,Stipe Miocic,Philip De Fries,win,loss,KO,Punches,1,0:43
5/26/12,Stipe Miocic,Shane del Rosario,win,loss,TKO,Elbows,2,3:14
6/15/13,Stipe Miocic,Roy Nelson,win,loss,Decision,Unanimous,3,5:00
1/25/14,Stipe Miocic,Gabriel Gonzaga,win,loss,Decision,Unanimous,3,5:00
5/31/14,Stipe Miocic,Fabio Maldonado,win,loss,TKO,Punches,1,0:35
5/10/15,Stipe Miocic,Mark Hunt,win,loss,TKO,Punches,5,2:47
1/2/16,Stipe Miocic,Andrei Arlovski,win,loss,TKO,Punches,1,0:54
2/15/12,T.J. Dillashaw,Walel Watson,win,loss,Decision,Unanimous,3,5:00
7/11/12,T.J. Dillashaw,Vaughan Lee,win,loss,Submission,Neck Crank,1,2:33
3/16/13,T.J. Dillashaw,Issei Tamura,win,loss,KO,Head Kick and Punches,2,0:26
4/20/13,T.J. Dillashaw,Hugo Viana,win,loss,TKO,Punches,1,4:22
1/15/14,T.J. Dillashaw,Mike Easton,win,loss,Decision,Unanimous,3,5:00
5/24/14,T.J. Dillashaw,Renan Barao,win,loss,TKO,Head Kick and Punches,5,2:26
8/30/14,T.J. Dillashaw,Joe Soto,win,loss,KO,Head Kick and Punches,5,2:20
7/25/15,T.J. Dillashaw,Renan Barao,win,loss,TKO,Punches,4,0:35
4/18/09,T.J. Grant,Ryo Chonan,win,loss,Decision,Split,3,5:00
12/12/09,T.J. Grant,Kevin Burns,win,loss,TKO,Punches,1,4:57
9/25/10,T.J. Grant,Julio Paulino,win,loss,Decision,Unanimous,3,5:00
10/1/11,T.J. Grant,Shane Roller,win,loss,Technical,Submission (Armbar,3,2:12
5/15/12,T.J. Grant,Carlo Prater,win,loss,Decision,Unanimous,3,5:00
9/22/12,T.J. Grant,Evan Dunham,win,loss,Decision,Unanimous,3,5:00
1/26/13,T.J. Grant,Matt Wiman,win,loss,KO,Elbows and Punches,1,4:51
5/25/13,T.J. Grant,Gray Maynard,win,loss,TKO,Punches,1,2:07
9/15/10,T.J. Waldburger,David Mitchell,win,loss,Decision,Unanimous,3,5:00
9/17/11,T.J. Waldburger,Mike Stumpf,win,loss,Submission,Triangle Choke,1,3:52
3/3/12,T.J. Waldburger,Jake Hecht,win,loss,Submission,Armbar,1,0:55
12/15/12,T.J. Waldburger,Nick Catone,win,loss,Technical,Submission (Triangle Choke,2,1:04
6/14/14,Tae Hyun Bang,Kajan Johnson,win,loss,KO,Punch,3,2:01
